patch,map,agent,win_rate,total_games,wins
11.05,Bind,astra,14.29,7,1
11.05,Bind,gekko,14.29,7,1
11.05,Bind,tejo,0.0,7,0
11.05,Bind,skye,0.0,4,0
11.05,Corrode,tejo,100.0,4,4
11.05,Corrode,kayo,83.33,12,10
11.05,Corrode,sova,76.92,13,10
11.05,Corrode,viper,60.0,30,18
11.05,Corrode,waylay,54.55,22,12
11.05,Corrode,astra,50.0,4,2
11.05,Corrode,omen,50.0,36,18
11.05,Corrode,yoru,47.06,17,8
11.05,Corrode,vyse,37.5,16,6
11.05,Corrode,fade,37.04,27,10
11.05,Corrode,neon,20.0,10,2
11.05,Corrode,deadlock,0.0,1,0
11.05,Corrode,raze,0.0,4,0
11.05,Corrode,cypher,0.0,2,0
11.05,Corrode,sage,0.0,2,0
11.05,Haven,yoru,75.0,8,6
11.05,Haven,viper,57.14,21,12
11.05,Haven,killjoy,57.14,21,12
11.05,Haven,sova,53.33,30,16
11.05,Haven,omen,50.0,32,16
11.05,Haven,cypher,44.44,9,4
11.05,Haven,neon,41.67,24,10
11.05,Haven,breach,40.0,5,2
11.05,Haven,waylay,33.33,6,2
11.05,Haven,vyse,0.0,2,0
11.05,Haven,fade,0.0,2,0
11.05,Lotus,sage,100.0,1,1
11.05,Lotus,killjoy,100.0,4,4
11.05,Lotus,raze,63.64,33,21
11.05,Lotus,viper,61.54,26,16
11.05,Lotus,deadlock,55.56,9,5
11.05,Lotus,tejo,55.56,9,5
11.05,Lotus,fade,51.85,54,28
11.05,Lotus,omen,50.0,56,28
11.05,Lotus,chamber,50.0,8,4
11.05,Lotus,cypher,42.86,7,3
11.05,Lotus,yoru,41.94,31,13
11.05,Lotus,vyse,40.74,27,11
11.05,Lotus,neon,20.0,5,1
11.05,Lotus,waylay,0.0,8,0
11.05,Lotus,breach,0.0,2,0
11.05,Sunset,sage,100.0,3,3
11.05,Sunset,raze,83.33,6,5
11.05,Sunset,viper,77.78,9,7
11.05,Sunset,sova,60.87,23,14
11.05,Sunset,omen,50.0,28,14
11.05,Sunset,cypher,47.83,23,11
11.05,Sunset,neon,47.37,19,9
11.05,Sunset,breach,44.44,9,4
11.05,Sunset,yoru,30.0,10,3
11.05,Sunset,vyse,0.0,2,0
11.05,Sunset,fade,0.0,5,0
11.05,Sunset,waylay,0.0,3,0
2.05,Ascent,viper,100.0,1,1
2.05,Ascent,skye,80.0,5,4
2.05,Ascent,phoenix,60.0,10,6
2.05,Ascent,sage,58.82,34,20
2.05,Ascent,astra,54.55,11,6
2.05,Ascent,killjoy,52.0,50,26
2.05,Ascent,jett,50.0,50,25
2.05,Ascent,sova,50.0,64,32
2.05,Ascent,omen,49.06,53,26
2.05,Ascent,raze,44.44,18,8
2.05,Ascent,cypher,36.36,11,4
2.05,Ascent,breach,16.67,6,1
2.05,Ascent,reyna,14.29,7,1
2.05,Bind,viper,100.0,1,1
2.05,Bind,brimstone,63.64,11,7
2.05,Bind,omen,61.11,18,11
2.05,Bind,jett,59.09,22,13
2.05,Bind,cypher,58.33,24,14
2.05,Bind,raze,56.0,25,14
2.05,Bind,sage,54.55,11,6
2.05,Bind,phoenix,50.0,6,3
2.05,Bind,sova,48.48,33,16
2.05,Bind,breach,42.86,7,3
2.05,Bind,skye,36.36,11,4
2.05,Bind,reyna,33.33,6,2
2.05,Bind,astra,11.11,9,1
2.05,Bind,killjoy,0.0,6,0
2.05,Haven,astra,75.0,12,9
2.05,Haven,raze,62.5,8,5
2.05,Haven,killjoy,62.5,16,10
2.05,Haven,sage,60.0,5,3
2.05,Haven,phoenix,60.0,15,9
2.05,Haven,skye,55.56,9,5
2.05,Haven,sova,52.78,36,19
2.05,Haven,jett,45.71,35,16
2.05,Haven,cypher,45.45,22,10
2.05,Haven,omen,39.29,28,11
2.05,Haven,breach,27.27,11,3
2.05,Haven,reyna,0.0,3,0
2.05,Icebox,killjoy,60.0,15,9
2.05,Icebox,reyna,55.0,20,11
2.05,Icebox,jett,51.43,35,18
2.05,Icebox,sova,51.22,41,21
2.05,Icebox,sage,50.0,42,21
2.05,Icebox,omen,50.0,16,8
2.05,Icebox,viper,50.0,26,13
2.05,Icebox,raze,40.0,10,4
2.05,Icebox,skye,0.0,2,0
2.05,Icebox,astra,0.0,1,0
2.05,Icebox,cypher,0.0,2,0
2.05,Split,skye,66.67,3,2
2.05,Split,jett,62.5,16,10
2.05,Split,omen,52.63,19,10
2.05,Split,raze,52.17,23,12
2.05,Split,sage,50.0,24,12
2.05,Split,astra,50.0,6,3
2.05,Split,killjoy,50.0,10,5
2.05,Split,reyna,50.0,4,2
2.05,Split,cypher,46.67,15,7
2.05,Split,breach,35.71,14,5
2.05,Split,viper,33.33,3,1
2.05,Split,brimstone,33.33,3,1
2.07,Ascent,skye,100.0,4,4
2.07,Ascent,phoenix,58.33,12,7
2.07,Ascent,killjoy,55.56,27,15
2.07,Ascent,omen,52.38,21,11
2.07,Ascent,sova,50.0,32,16
2.07,Ascent,jett,50.0,26,13
2.07,Ascent,reyna,50.0,6,3
2.07,Ascent,astra,45.45,11,5
2.07,Ascent,raze,40.0,5,2
2.07,Ascent,sage,33.33,9,3
2.07,Ascent,cypher,25.0,4,1
2.07,Ascent,breach,0.0,2,0
2.07,Ascent,viper,0.0,1,0
2.07,Bind,reyna,100.0,2,2
2.07,Bind,phoenix,87.5,8,7
2.07,Bind,viper,68.75,16,11
2.07,Bind,astra,66.67,6,4
2.07,Bind,brimstone,62.5,8,5
2.07,Bind,raze,47.06,17,8
2.07,Bind,skye,46.67,15,7
2.07,Bind,sova,44.44,18,8
2.07,Bind,jett,40.0,10,4
2.07,Bind,killjoy,33.33,3,1
2.07,Bind,omen,30.0,10,3
2.07,Bind,sage,0.0,2,0
2.07,Bind,cypher,0.0,5,0
2.07,Haven,breach,100.0,2,2
2.07,Haven,raze,66.67,3,2
2.07,Haven,viper,66.67,3,2
2.07,Haven,brimstone,66.67,3,2
2.07,Haven,astra,63.64,11,7
2.07,Haven,jett,55.56,9,5
2.07,Haven,killjoy,53.33,15,8
2.07,Haven,sova,50.0,12,6
2.07,Haven,sage,50.0,6,3
2.07,Haven,phoenix,40.0,10,4
2.07,Haven,skye,37.5,8,3
2.07,Haven,cypher,33.33,3,1
2.07,Haven,omen,0.0,4,0
2.07,Haven,reyna,0.0,1,0
2.07,Icebox,cypher,100.0,3,3
2.07,Icebox,killjoy,71.43,7,5
2.07,Icebox,raze,66.67,3,2
2.07,Icebox,skye,60.0,5,3
2.07,Icebox,omen,57.14,7,4
2.07,Icebox,sova,50.0,16,8
2.07,Icebox,viper,50.0,14,7
2.07,Icebox,jett,42.86,14,6
2.07,Icebox,sage,38.46,13,5
2.07,Icebox,reyna,25.0,8,2
2.07,Split,sage,100.0,2,2
2.07,Split,brimstone,100.0,1,1
2.07,Split,skye,100.0,1,1
2.07,Split,viper,66.67,3,2
2.07,Split,jett,50.0,6,3
2.07,Split,omen,50.0,2,1
2.07,Split,killjoy,50.0,4,2
2.07,Split,raze,33.33,3,1
2.07,Split,astra,33.33,3,1
2.07,Split,breach,33.33,3,1
2.07,Split,cypher,0.0,1,0
2.07,Split,reyna,0.0,1,0
2.09,Ascent,reyna,100.0,1,1
2.09,Ascent,viper,66.67,3,2
2.09,Ascent,raze,60.0,10,6
2.09,Ascent,sage,60.0,15,9
2.09,Ascent,astra,52.38,21,11
2.09,Ascent,killjoy,51.85,27,14
2.09,Ascent,sova,50.0,30,15
2.09,Ascent,cypher,50.0,4,2
2.09,Ascent,jett,45.83,24,11
2.09,Ascent,omen,45.45,11,5
2.09,Ascent,phoenix,42.86,7,3
2.09,Ascent,skye,20.0,5,1
2.09,Ascent,breach,0.0,1,0
2.09,Ascent,yoru,0.0,1,0
2.09,Bind,omen,66.67,3,2
2.09,Bind,brimstone,63.64,11,7
2.09,Bind,sova,58.33,12,7
2.09,Bind,viper,57.89,19,11
2.09,Bind,skye,52.63,19,10
2.09,Bind,raze,52.38,21,11
2.09,Bind,reyna,50.0,2,1
2.09,Bind,sage,50.0,4,2
2.09,Bind,yoru,50.0,2,1
2.09,Bind,phoenix,33.33,3,1
2.09,Bind,astra,25.0,8,2
2.09,Bind,cypher,0.0,1,0
2.09,Bind,jett,0.0,4,0
2.09,Bind,breach,0.0,1,0
2.09,Haven,phoenix,66.67,6,4
2.09,Haven,cypher,57.14,7,4
2.09,Haven,sage,57.14,7,4
2.09,Haven,astra,52.94,17,9
2.09,Haven,jett,50.0,14,7
2.09,Haven,sova,50.0,10,5
2.09,Haven,skye,50.0,10,5
2.09,Haven,killjoy,50.0,12,6
2.09,Haven,brimstone,50.0,2,1
2.09,Haven,viper,42.86,7,3
2.09,Haven,raze,40.0,5,2
2.09,Haven,omen,0.0,1,0
2.09,Haven,breach,0.0,1,0
2.09,Haven,yoru,0.0,1,0
2.09,Icebox,astra,100.0,2,2
2.09,Icebox,reyna,70.0,10,7
2.09,Icebox,jett,50.0,24,12
2.09,Icebox,sova,50.0,24,12
2.09,Icebox,sage,50.0,20,10
2.09,Icebox,viper,50.0,18,9
2.09,Icebox,raze,50.0,2,1
2.09,Icebox,breach,50.0,2,1
2.09,Icebox,cypher,50.0,2,1
2.09,Icebox,killjoy,36.36,11,4
2.09,Icebox,omen,25.0,4,1
2.09,Icebox,skye,0.0,1,0
2.09,Split,skye,100.0,5,5
2.09,Split,brimstone,100.0,3,3
2.09,Split,viper,66.67,6,4
2.09,Split,cypher,66.67,6,4
2.09,Split,breach,55.56,9,5
2.09,Split,jett,53.33,15,8
2.09,Split,omen,42.86,7,3
2.09,Split,sage,41.67,12,5
2.09,Split,astra,37.5,8,3
2.09,Split,raze,30.0,10,3
2.09,Split,killjoy,25.0,8,2
2.09,Split,reyna,0.0,1,0
2.11,Ascent,cypher,100.0,2,2
2.11,Ascent,skye,100.0,2,2
2.11,Ascent,sage,60.0,5,3
2.11,Ascent,raze,57.14,7,4
2.11,Ascent,astra,55.56,9,5
2.11,Ascent,jett,45.45,11,5
2.11,Ascent,sova,40.0,10,4
2.11,Ascent,killjoy,40.0,10,4
2.11,Ascent,omen,33.33,3,1
2.11,Ascent,phoenix,0.0,1,0
2.11,Bind,sage,100.0,1,1
2.11,Bind,viper,66.67,3,2
2.11,Bind,sova,66.67,3,2
2.11,Bind,omen,66.67,3,2
2.11,Bind,jett,50.0,2,1
2.11,Bind,raze,33.33,3,1
2.11,Bind,skye,33.33,3,1
2.11,Bind,astra,0.0,1,0
2.11,Bind,cypher,0.0,1,0
2.11,Breeze,brimstone,100.0,1,1
2.11,Breeze,sova,50.0,2,1
2.11,Breeze,skye,50.0,2,1
2.11,Breeze,viper,50.0,2,1
2.11,Breeze,jett,50.0,2,1
2.11,Breeze,cypher,0.0,1,0
2.11,Haven,jett,50.0,2,1
2.11,Haven,sova,50.0,2,1
2.11,Haven,astra,50.0,2,1
2.11,Haven,cypher,50.0,2,1
2.11,Haven,phoenix,50.0,2,1
2.11,Icebox,omen,100.0,1,1
2.11,Icebox,reyna,66.67,3,2
2.11,Icebox,sova,50.0,8,4
2.11,Icebox,jett,50.0,8,4
2.11,Icebox,killjoy,50.0,4,2
2.11,Icebox,sage,50.0,8,4
2.11,Icebox,viper,42.86,7,3
2.11,Icebox,raze,0.0,1,0
2.11,Split,killjoy,100.0,1,1
2.11,Split,breach,100.0,1,1
2.11,Split,raze,66.67,3,2
2.11,Split,sage,66.67,3,2
2.11,Split,astra,50.0,4,2
2.11,Split,jett,33.33,3,1
2.11,Split,cypher,33.33,3,1
2.11,Split,skye,0.0,1,0
2.11,Split,reyna,0.0,1,0
3.0,Ascent,kayo,100.0,1,1
3.0,Ascent,reyna,80.0,5,4
3.0,Ascent,viper,75.0,4,3
3.0,Ascent,sage,60.87,23,14
3.0,Ascent,phoenix,53.85,13,7
3.0,Ascent,omen,51.72,29,15
3.0,Ascent,astra,51.72,29,15
3.0,Ascent,jett,50.94,53,27
3.0,Ascent,sova,50.0,56,28
3.0,Ascent,cypher,50.0,16,8
3.0,Ascent,skye,46.67,15,7
3.0,Ascent,killjoy,43.9,41,18
3.0,Ascent,breach,37.5,16,6
3.0,Ascent,brimstone,25.0,4,1
3.0,Ascent,raze,20.0,5,1
3.0,Bind,reyna,100.0,2,2
3.0,Bind,phoenix,100.0,2,2
3.0,Bind,astra,57.14,14,8
3.0,Bind,brimstone,54.55,22,12
3.0,Bind,viper,54.55,33,18
3.0,Bind,skye,53.12,32,17
3.0,Bind,raze,51.61,31,16
3.0,Bind,sova,51.52,33,17
3.0,Bind,sage,50.0,6,3
3.0,Bind,killjoy,50.0,2,1
3.0,Bind,jett,40.0,10,4
3.0,Bind,cypher,37.5,8,3
3.0,Bind,breach,25.0,4,1
3.0,Bind,omen,14.29,7,1
3.0,Bind,yoru,0.0,3,0
3.0,Bind,kayo,0.0,1,0
3.0,Breeze,breach,100.0,1,1
3.0,Breeze,killjoy,57.14,7,4
3.0,Breeze,skye,54.17,24,13
3.0,Breeze,jett,53.85,26,14
3.0,Breeze,sova,53.57,28,15
3.0,Breeze,cypher,53.33,15,8
3.0,Breeze,viper,50.0,34,17
3.0,Breeze,omen,50.0,6,3
3.0,Breeze,astra,50.0,2,1
3.0,Breeze,sage,40.0,15,6
3.0,Breeze,reyna,27.27,11,3
3.0,Breeze,kayo,0.0,1,0
3.0,Haven,brimstone,75.0,4,3
3.0,Haven,skye,64.0,50,32
3.0,Haven,killjoy,62.07,29,18
3.0,Haven,astra,57.5,40,23
3.0,Haven,raze,55.56,9,5
3.0,Haven,sage,53.85,13,7
3.0,Haven,viper,50.0,14,7
3.0,Haven,breach,50.0,14,7
3.0,Haven,cypher,49.18,61,30
3.0,Haven,jett,48.61,72,35
3.0,Haven,sova,44.78,67,30
3.0,Haven,omen,41.3,46,19
3.0,Haven,phoenix,39.13,23,9
3.0,Haven,reyna,0.0,7,0
3.0,Haven,kayo,0.0,1,0
3.0,Icebox,cypher,100.0,1,1
3.0,Icebox,raze,54.55,11,6
3.0,Icebox,killjoy,54.17,24,13
3.0,Icebox,omen,53.85,13,7
3.0,Icebox,reyna,52.38,42,22
3.0,Icebox,viper,50.0,74,37
3.0,Icebox,skye,50.0,2,1
3.0,Icebox,sova,49.32,73,36
3.0,Icebox,jett,48.48,66,32
3.0,Icebox,sage,46.88,64,30
3.0,Split,breach,61.54,13,8
3.0,Split,cypher,59.09,22,13
3.0,Split,astra,53.85,26,14
3.0,Split,jett,52.17,23,12
3.0,Split,sage,51.28,39,20
3.0,Split,raze,50.0,30,15
3.0,Split,skye,50.0,14,7
3.0,Split,reyna,50.0,2,1
3.0,Split,omen,45.45,11,5
3.0,Split,killjoy,43.75,16,7
3.0,Split,brimstone,40.0,5,2
3.0,Split,viper,14.29,7,1
3.0,Split,kayo,0.0,1,0
3.0,Split,sova,0.0,1,0
3.01,Ascent,breach,66.67,3,2
3.01,Ascent,sage,66.67,12,8
3.01,Ascent,killjoy,53.85,13,7
3.01,Ascent,astra,53.85,13,7
3.01,Ascent,jett,50.0,20,10
3.01,Ascent,sova,50.0,22,11
3.01,Ascent,skye,50.0,6,3
3.01,Ascent,raze,50.0,4,2
3.01,Ascent,reyna,50.0,2,1
3.01,Ascent,omen,45.45,11,5
3.01,Ascent,cypher,33.33,6,2
3.01,Ascent,kayo,28.57,7,2
3.01,Ascent,viper,0.0,1,0
3.01,Bind,phoenix,100.0,1,1
3.01,Bind,reyna,100.0,1,1
3.01,Bind,brimstone,59.09,22,13
3.01,Bind,raze,58.33,24,14
3.01,Bind,sage,56.25,16,9
3.01,Bind,jett,52.94,17,9
3.01,Bind,viper,50.0,28,14
3.01,Bind,breach,50.0,4,2
3.01,Bind,cypher,50.0,6,3
3.01,Bind,skye,46.88,32,15
3.01,Bind,sova,45.83,24,11
3.01,Bind,omen,42.86,7,3
3.01,Bind,astra,36.36,11,4
3.01,Bind,killjoy,25.0,4,1
3.01,Bind,kayo,0.0,3,0
3.01,Breeze,cypher,61.54,13,8
3.01,Breeze,sage,60.0,5,3
3.01,Breeze,skye,55.56,18,10
3.01,Breeze,jett,54.55,22,12
3.01,Breeze,sova,52.38,21,11
3.01,Breeze,viper,50.0,24,12
3.01,Breeze,reyna,42.86,7,3
3.01,Breeze,omen,25.0,4,1
3.01,Breeze,killjoy,0.0,4,0
3.01,Breeze,astra,0.0,2,0
3.01,Haven,viper,100.0,2,2
3.01,Haven,breach,75.0,4,3
3.01,Haven,cypher,66.67,6,4
3.01,Haven,astra,62.5,8,5
3.01,Haven,kayo,60.0,5,3
3.01,Haven,sova,53.85,13,7
3.01,Haven,skye,53.33,15,8
3.01,Haven,jett,46.15,13,6
3.01,Haven,omen,40.0,10,4
3.01,Haven,killjoy,30.0,10,3
3.01,Haven,sage,0.0,3,0
3.01,Haven,raze,0.0,1,0
3.01,Icebox,killjoy,62.5,8,5
3.01,Icebox,sova,51.85,27,14
3.01,Icebox,viper,50.0,28,14
3.01,Icebox,jett,50.0,28,14
3.01,Icebox,reyna,50.0,18,9
3.01,Icebox,sage,50.0,28,14
3.01,Icebox,kayo,0.0,1,0
3.01,Icebox,skye,0.0,1,0
3.01,Icebox,cypher,0.0,1,0
3.01,Split,astra,71.43,7,5
3.01,Split,viper,66.67,3,2
3.01,Split,raze,62.5,16,10
3.01,Split,sage,58.33,12,7
3.01,Split,cypher,55.56,9,5
3.01,Split,killjoy,50.0,14,7
3.01,Split,reyna,50.0,2,1
3.01,Split,jett,46.15,13,6
3.01,Split,omen,41.18,17,7
3.01,Split,breach,40.0,15,6
3.01,Split,kayo,33.33,6,2
3.01,Split,skye,33.33,6,2
3.02,Ascent,cypher,100.0,2,2
3.02,Ascent,raze,66.67,3,2
3.02,Ascent,breach,66.67,6,4
3.02,Ascent,skye,65.0,20,13
3.02,Ascent,astra,52.94,34,18
3.02,Ascent,sova,50.0,40,20
3.02,Ascent,sage,50.0,4,2
3.02,Ascent,jett,48.72,39,19
3.02,Ascent,killjoy,45.95,37,17
3.02,Ascent,omen,33.33,6,2
3.02,Ascent,kayo,20.0,5,1
3.02,Ascent,phoenix,0.0,3,0
3.02,Ascent,reyna,0.0,1,0
3.02,Bind,breach,83.33,6,5
3.02,Bind,killjoy,75.0,4,3
3.02,Bind,phoenix,75.0,4,3
3.02,Bind,cypher,75.0,4,3
3.02,Bind,raze,56.52,23,13
3.02,Bind,sova,56.0,25,14
3.02,Bind,astra,53.85,13,7
3.02,Bind,jett,50.0,16,8
3.02,Bind,brimstone,50.0,20,10
3.02,Bind,yoru,50.0,2,1
3.02,Bind,sage,45.45,11,5
3.02,Bind,viper,44.0,25,11
3.02,Bind,omen,33.33,3,1
3.02,Bind,skye,29.41,17,5
3.02,Bind,kayo,20.0,5,1
3.02,Bind,reyna,0.0,2,0
3.02,Breeze,reyna,100.0,3,3
3.02,Breeze,brimstone,100.0,1,1
3.02,Breeze,cypher,53.85,13,7
3.02,Breeze,viper,50.0,18,9
3.02,Breeze,jett,50.0,18,9
3.02,Breeze,skye,47.06,17,8
3.02,Breeze,sova,42.86,14,6
3.02,Breeze,killjoy,40.0,5,2
3.02,Breeze,astra,0.0,1,0
3.02,Haven,breach,69.23,13,9
3.02,Haven,sage,66.67,6,4
3.02,Haven,skye,62.07,29,18
3.02,Haven,omen,57.89,19,11
3.02,Haven,killjoy,53.57,28,15
3.02,Haven,sova,51.35,37,19
3.02,Haven,jett,50.0,48,24
3.02,Haven,astra,45.16,31,14
3.02,Haven,cypher,45.0,20,9
3.02,Haven,kayo,25.0,4,1
3.02,Haven,reyna,14.29,7,1
3.02,Haven,raze,0.0,2,0
3.02,Haven,phoenix,0.0,5,0
3.02,Haven,viper,0.0,1,0
3.02,Icebox,killjoy,52.94,17,9
3.02,Icebox,viper,50.0,26,13
3.02,Icebox,sova,50.0,26,13
3.02,Icebox,sage,50.0,26,13
3.02,Icebox,jett,50.0,26,13
3.02,Icebox,raze,50.0,2,1
3.02,Icebox,reyna,42.86,7,3
3.02,Split,reyna,100.0,5,5
3.02,Split,sova,100.0,1,1
3.02,Split,brimstone,100.0,1,1
3.02,Split,breach,62.5,8,5
3.02,Split,killjoy,55.0,20,11
3.02,Split,raze,50.0,24,12
3.02,Split,astra,50.0,10,5
3.02,Split,jett,50.0,14,7
3.02,Split,omen,47.06,17,8
3.02,Split,sage,42.86,21,9
3.02,Split,cypher,42.86,7,3
3.02,Split,skye,42.86,7,3
3.02,Split,kayo,0.0,3,0
3.02,Split,viper,0.0,2,0
3.03,Ascent,sage,100.0,2,2
3.03,Ascent,skye,75.0,4,3
3.03,Ascent,astra,71.43,7,5
3.03,Ascent,killjoy,50.0,10,5
3.03,Ascent,jett,50.0,10,5
3.03,Ascent,sova,50.0,10,5
3.03,Ascent,reyna,0.0,3,0
3.03,Ascent,omen,0.0,3,0
3.03,Ascent,kayo,0.0,1,0
3.03,Bind,killjoy,100.0,1,1
3.03,Bind,jett,83.33,6,5
3.03,Bind,breach,75.0,4,3
3.03,Bind,sova,66.67,9,6
3.03,Bind,brimstone,50.0,8,4
3.03,Bind,viper,50.0,8,4
3.03,Bind,cypher,50.0,2,1
3.03,Bind,astra,50.0,4,2
3.03,Bind,skye,37.5,8,3
3.03,Bind,raze,16.67,6,1
3.03,Bind,sage,0.0,4,0
3.03,Breeze,reyna,71.43,7,5
3.03,Breeze,killjoy,66.67,6,4
3.03,Breeze,viper,50.0,20,10
3.03,Breeze,sova,50.0,16,8
3.03,Breeze,omen,50.0,2,1
3.03,Breeze,brimstone,50.0,2,1
3.03,Breeze,jett,47.37,19,9
3.03,Breeze,cypher,46.15,13,6
3.03,Breeze,skye,40.0,15,6
3.03,Haven,cypher,71.43,7,5
3.03,Haven,phoenix,66.67,3,2
3.03,Haven,breach,66.67,3,2
3.03,Haven,viper,66.67,3,2
3.03,Haven,sage,60.0,5,3
3.03,Haven,sova,52.63,19,10
3.03,Haven,omen,50.0,6,3
3.03,Haven,astra,50.0,18,9
3.03,Haven,raze,50.0,4,2
3.03,Haven,reyna,50.0,4,2
3.03,Haven,jett,47.37,19,9
3.03,Haven,killjoy,43.75,16,7
3.03,Haven,skye,33.33,12,4
3.03,Haven,kayo,0.0,1,0
3.03,Icebox,raze,66.67,3,2
3.03,Icebox,sage,47.37,19,9
3.03,Icebox,sova,47.37,19,9
3.03,Icebox,viper,45.0,20,9
3.03,Icebox,jett,45.0,20,9
3.03,Icebox,killjoy,40.0,15,6
3.03,Icebox,reyna,33.33,3,1
3.03,Icebox,skye,0.0,1,0
3.03,Split,skye,80.0,5,4
3.03,Split,reyna,75.0,4,3
3.03,Split,omen,60.0,5,3
3.03,Split,raze,54.55,11,6
3.03,Split,viper,50.0,2,1
3.03,Split,jett,50.0,10,5
3.03,Split,cypher,50.0,4,2
3.03,Split,brimstone,50.0,2,1
3.03,Split,breach,50.0,4,2
3.03,Split,killjoy,44.44,9,4
3.03,Split,astra,42.86,7,3
3.03,Split,sage,20.0,5,1
3.03,Split,kayo,0.0,1,0
3.03,Split,sova,0.0,1,0
3.04,Ascent,cypher,100.0,1,1
3.04,Ascent,omen,75.0,4,3
3.04,Ascent,skye,66.67,15,10
3.04,Ascent,killjoy,56.25,16,9
3.04,Ascent,jett,52.38,21,11
3.04,Ascent,sova,50.0,22,11
3.04,Ascent,kayo,50.0,2,1
3.04,Ascent,astra,44.44,18,8
3.04,Ascent,sage,33.33,3,1
3.04,Ascent,raze,0.0,1,0
3.04,Ascent,breach,0.0,3,0
3.04,Ascent,reyna,0.0,4,0
3.04,Bind,cypher,100.0,3,3
3.04,Bind,omen,100.0,1,1
